Date,Station_ID,PM2.5,PM10,NO2,SO2,CO,O3,NH3,Benzene,Temperature,Rel_Humidity,Wind_Speed,Wind_Direction,AQI_Category
2020-08-24,STN_023,152.116,166.222,70.229,,3.297,17.991,43.563,4.892,35.0,54.7,12.0,154.3,Very Poor
2020-08-24,STN_002,119.081,159.823,63.29,44.78,4.048,7.61,34.537,6.3,16.7,56.4,1.7,287.9,Poor
2020-08-24,STN_037,18.136,35.199,7.098,11.348,0.436,49.92,12.588,1.033,23.1,48.0,1.7,231.5,Satisfactory
2020-08-24,STN_040,15.108,29.863,7.737,,0.509,39.635,17.07,0.733,22.9,55.5,6.8,61.2,Satisfactory
2020-08-24,STN_007,126.344,97.849,,53.887,3.682,26.455,54.949,5.689,21.3,47.9,3.2,99.9,Poor
2020-08-24,STN_031,40.331,108.454,42.166,15.952,1.224,37.674,14.025,1.903,39.3,64.7,5.7,300.6,Moderate
2020-08-24,STN_009,13.573,43.278,11.888,6.148,0.422,,15.754,0.601,33.0,48.1,13.3,206.4,Satisfactory
2020-08-25,STN_024,43.646,93.908,38.225,19.373,1.735,34.157,,1.712,6.1,72.4,6.8,155.8,Moderate
2020-08-25,STN_016,82.071,44.206,57.394,24.683,1.394,16.531,37.218,2.953,30.6,52.6,1.1,5.1,Poor
2020-08-25,STN_010,34.78,87.324,48.325,19.492,1.745,30.784,46.68,2.905,-4.2,74.9,18.8,57.9,Satisfactory
2020-08-25,STN_003,,201.865,,49.189,2.988,27.254,51.614,6.044,26.4,77.8,8.0,101.0,Unknown
2020-08-25,STN_016,70.722,,49.465,11.21,,41.123,31.496,2.366,22.3,67.8,0.5,249.6,Poor
2020-08-25,STN_002,125.641,142.334,41.789,38.364,2.337,23.476,44.642,5.883,41.2,70.0,9.7,39.9,Poor
2020-08-25,STN_035,,23.057,,,0.612,27.353,11.256,0.81,22.0,76.6,3.0,88.4,Unknown
2020-08-25,STN_008,17.928,38.265,11.294,3.794,0.626,59.182,14.269,0.635,24.4,22.1,5.2,149.5,Satisfactory
2020-08-26,STN_038,208.257,323.811,144.652,89.259,5.054,16.261,62.679,10.672,18.3,77.4,10.1,338.0,Very Poor
2020-08-26,STN_021,,107.364,41.712,14.162,1.585,41.298,21.455,2.396,21.9,60.6,30.4,41.2,Unknown
2020-08-26,STN_025,105.16,,71.514,49.629,3.342,20.651,35.306,4.75,20.8,69.6,3.0,80.4,Poor
2020-08-26,STN_005,,69.806,25.447,26.621,1.217,24.078,29.886,1.987,29.3,64.7,6.0,189.3,Unknown
2020-08-26,STN_029,64.34,133.877,66.441,52.673,2.427,12.75,36.446,6.752,22.2,77.2,31.1,149.1,Poor
2020-08-26,STN_018,51.691,62.953,38.193,24.235,1.265,14.61,34.973,1.652,30.8,47.7,2.0,104.8,Moderate
2020-08-26,STN_024,173.476,304.974,131.07,,6.684,9.411,69.883,14.663,30.0,41.3,0.6,269.0,Very Poor
2020-08-26,STN_032,51.746,101.791,46.936,20.462,1.315,27.83,27.903,2.163,27.8,53.8,25.6,104.2,Moderate
2020-08-26,STN_005,257.651,355.867,102.354,88.576,5.111,25.19,75.658,14.316,24.4,49.8,4.3,308.4,Severe
2020-08-26,STN_013,21.993,13.025,20.39,5.02,0.576,36.43,10.504,0.538,26.2,48.2,6.0,51.0,Satisfactory
2020-08-26,STN_030,71.977,156.789,,19.038,3.631,22.61,54.809,7.469,14.9,49.6,8.9,147.3,Poor
2020-08-26,STN_032,50.219,96.68,48.876,19.782,1.376,,29.198,1.82,4.5,55.2,4.7,230.6,Moderate
2020-08-27,STN_018,,387.844,122.863,63.712,6.217,19.781,105.735,14.936,18.5,95.1,1.8,185.8,Unknown
2020-08-27,STN_029,55.682,73.369,38.449,19.942,1.357,26.635,24.446,2.113,34.7,52.5,11.8,200.6,Poor
2020-08-27,STN_037,72.728,101.468,33.748,22.903,1.46,39.6,23.86,2.259,19.3,84.3,0.7,86.1,Poor
2020-08-27,STN_038,87.959,164.307,72.369,,2.56,27.614,49.73,,20.1,59.3,7.6,125.5,Poor
2020-08-27,STN_004,96.96,191.364,101.026,50.368,3.373,17.27,57.309,5.812,36.0,44.0,4.9,316.5,Poor
2020-08-27,STN_017,72.082,43.529,41.729,18.583,1.961,32.206,31.553,2.487,17.5,64.1,37.2,249.2,Poor
2020-08-27,STN_002,36.085,89.669,41.981,27.899,1.101,43.041,38.268,2.177,26.5,57.6,12.9,50.4,Moderate
2020-08-27,STN_022,25.091,6.197,14.43,7.171,0.62,38.876,13.642,0.848,24.9,74.1,3.4,322.6,Satisfactory
2020-08-28,STN_007,20.055,54.363,13.342,7.227,0.478,37.738,2.91,0.68,23.3,56.5,4.2,228.5,Satisfactory
2020-08-28,STN_040,82.474,63.669,25.558,12.093,1.017,30.48,30.806,1.873,11.7,64.4,6.8,196.0,Poor
2020-08-28,STN_033,8.733,33.521,13.158,9.618,0.448,39.141,13.689,0.461,35.9,72.4,5.4,33.8,Good
2020-08-28,STN_034,57.5,82.045,51.642,11.507,,33.859,34.177,1.89,26.0,45.1,1.2,241.5,Poor
2020-08-28,STN_036,43.643,,44.0,23.477,1.291,28.207,45.684,2.315,32.3,61.5,8.1,112.6,Moderate
2020-08-29,STN_027,17.372,23.77,12.523,8.293,0.452,40.1,15.958,0.543,25.2,100.0,4.9,169.3,Satisfactory
2020-08-29,STN_009,84.21,111.538,40.291,27.564,0.723,27.878,33.517,2.417,27.6,76.8,2.8,303.9,Poor
2020-08-29,STN_042,114.754,186.611,,33.468,4.332,,50.607,6.926,19.0,57.1,13.8,350.0,Poor
2020-08-29,STN_031,11.818,37.139,11.641,7.053,0.465,,10.125,0.799,23.8,46.2,1.1,237.4,Good
2020-08-29,STN_040,130.27,222.845,49.901,43.952,2.987,21.191,41.138,5.331,34.1,83.9,0.7,235.0,Poor
2020-08-29,STN_003,224.633,295.666,96.136,67.669,3.973,13.576,,7.551,26.8,78.0,5.7,299.6,Very Poor
2020-08-29,STN_038,19.683,8.303,12.827,7.402,0.492,,9.665,0.917,20.6,61.7,4.5,230.4,Satisfactory
2020-08-29,STN_008,21.094,13.375,17.624,11.325,0.501,50.11,12.657,0.888,22.5,78.7,12.2,139.1,Satisfactory
2020-08-29,STN_032,26.326,28.964,13.935,5.638,0.544,48.634,,1.027,20.7,68.9,11.6,280.9,Satisfactory
2020-08-29,STN_013,108.339,185.451,85.198,49.17,3.476,29.262,44.899,,22.8,61.7,1.8,105.1,Poor
2020-08-29,STN_003,,27.871,20.024,6.536,,66.903,10.825,0.553,12.6,38.2,10.9,18.9,Unknown
2020-08-30,STN_039,,34.256,5.799,8.731,0.616,52.399,7.616,0.976,14.9,66.2,8.8,163.0,Unknown
2020-08-30,STN_025,91.472,95.952,31.53,18.981,1.559,31.3,10.183,1.507,29.4,59.7,3.4,275.7,Poor
2020-08-30,STN_007,142.807,135.863,72.491,45.466,2.496,18.305,59.458,5.965,9.2,50.0,2.4,76.5,Poor
2020-08-30,STN_038,23.121,,21.366,,0.396,34.528,,0.522,30.1,45.4,5.7,253.6,Satisfactory
2020-08-30,STN_006,55.731,92.197,34.747,19.065,2.051,39.657,41.627,2.541,45.0,93.5,0.5,145.6,Poor
2020-08-30,STN_036,68.896,34.057,37.19,26.159,1.202,29.02,32.867,2.053,8.5,44.8,2.4,193.5,Poor
2020-08-30,STN_020,64.245,122.612,71.976,54.101,2.934,12.456,66.787,5.502,32.1,69.7,11.8,317.9,Poor
2020-08-30,STN_025,,138.765,61.967,45.852,3.23,26.842,40.08,4.318,22.1,48.3,0.9,95.5,Unknown
2020-08-30,STN_018,21.595,34.763,5.507,4.041,0.493,31.822,12.75,0.768,35.7,67.8,6.2,139.1,Satisfactory
2020-08-30,STN_036,51.058,84.241,18.217,30.012,1.223,31.837,22.836,2.099,26.7,71.5,16.4,238.1,Moderate
2020-08-31,STN_017,63.385,80.155,56.298,20.58,1.177,,27.973,,31.2,44.4,40.0,244.0,Poor
2020-08-31,STN_007,19.114,88.758,28.895,20.641,1.357,40.013,38.729,2.533,28.1,64.7,2.3,11.4,Satisfactory
2020-08-31,STN_018,13.379,25.141,2.827,5.422,0.665,44.765,10.051,0.731,18.4,67.6,2.3,74.9,Satisfactory
2020-08-31,STN_005,20.035,,6.818,6.927,0.503,49.601,8.97,0.571,22.1,32.0,3.1,216.5,Satisfactory
2020-08-31,STN_010,27.093,26.603,17.045,11.699,0.542,47.439,17.253,0.826,23.2,51.0,6.9,243.3,Satisfactory
2020-08-31,STN_039,25.443,48.355,9.163,6.654,,53.615,16.13,1.003,25.6,45.0,2.1,106.6,Satisfactory
2020-08-31,STN_007,44.104,115.077,42.846,17.804,0.904,27.144,29.932,2.809,25.4,53.1,4.6,300.9,Moderate
2020-08-31,STN_031,151.657,210.821,72.763,39.538,2.777,33.075,64.431,6.106,31.5,74.7,3.3,348.2,Very Poor
2020-08-31,STN_029,27.543,25.079,14.239,10.491,0.498,30.81,7.238,0.486,31.3,70.4,27.7,201.3,Satisfactory
2020-08-31,STN_036,74.161,52.759,28.267,21.334,1.731,,21.008,2.153,41.5,56.4,15.3,340.7,Poor
2020-08-31,STN_038,14.639,21.751,12.952,4.719,0.643,43.361,6.936,0.857,18.7,94.2,14.5,11.3,Satisfactory
2020-08-31,STN_026,39.883,57.586,33.082,18.823,1.435,36.879,18.48,,24.1,44.4,4.8,111.4,Moderate
2020-09-01,STN_018,83.219,180.553,94.426,54.562,2.511,27.518,34.646,2.933,22.6,46.8,31.0,186.7,Poor
2020-09-01,STN_040,17.076,42.92,16.328,8.959,0.416,34.461,6.607,0.693,32.5,77.9,10.3,192.1,Satisfactory
2020-09-01,STN_004,23.013,44.182,11.596,6.059,0.421,35.937,15.031,0.871,38.7,92.8,8.1,186.9,Satisfactory
2020-09-01,STN_003,20.948,46.019,13.826,8.57,0.5,39.998,4.993,0.721,24.3,63.9,8.6,318.2,Satisfactory
2020-09-01,STN_013,,340.815,49.593,72.043,4.234,13.313,86.658,10.561,16.2,61.3,2.9,44.2,Unknown
2020-09-01,STN_006,56.838,90.928,32.806,7.478,1.699,28.791,26.034,2.135,27.0,69.3,3.4,50.4,Poor
2020-09-01,STN_027,4.604,36.74,11.854,8.627,0.675,50.868,10.552,0.856,28.4,63.1,21.0,284.3,Good
2020-09-01,STN_001,128.066,266.085,168.303,54.631,7.837,20.061,75.526,13.563,26.2,61.3,4.5,83.6,Poor
2020-09-01,STN_030,21.542,18.994,13.449,13.316,0.656,42.661,9.114,0.311,21.4,48.5,8.9,100.2,Satisfactory
2020-09-01,STN_015,53.728,,,22.211,1.001,41.895,33.554,2.193,24.8,70.7,1.0,297.7,Moderate
2020-09-01,STN_035,10.703,28.56,21.22,9.932,0.487,32.945,6.634,0.747,36.3,64.1,2.1,103.2,Good
2020-09-01,STN_042,129.694,177.735,52.168,49.603,2.416,22.758,55.752,7.591,30.5,64.8,9.7,21.9,Poor
2020-09-01,STN_033,192.455,409.155,83.003,87.83,6.27,9.97,84.184,12.832,29.1,63.2,38.5,159.8,Very Poor
2020-09-01,STN_032,61.149,128.682,40.176,35.183,1.119,26.886,30.715,1.525,29.7,84.3,12.8,48.9,Poor
2020-09-01,STN_016,,76.333,37.523,25.216,1.761,36.317,35.576,2.661,20.1,15.5,0.7,310.7,Unknown
2020-09-01,STN_014,49.472,105.042,54.861,17.571,1.877,37.861,16.042,1.718,27.6,34.7,7.2,96.9,Moderate
2020-09-01,STN_033,125.973,114.72,,54.647,2.453,,48.934,6.699,30.9,55.5,6.3,53.4,Poor
2020-09-02,STN_019,241.901,254.373,78.16,116.22,4.819,8.438,,14.083,33.0,76.5,14.3,78.3,Very Poor
2020-09-02,STN_023,19.036,,,3.697,0.606,52.816,15.414,0.537,18.4,66.8,3.0,217.1,Satisfactory
2020-09-02,STN_013,69.471,104.408,24.293,19.964,1.071,17.773,34.237,2.524,29.9,55.5,3.5,7.6,Poor
2020-09-02,STN_002,29.483,64.18,32.523,30.283,,28.435,20.148,1.419,26.4,79.5,0.9,113.2,Satisfactory
2020-09-02,STN_015,152.136,163.632,76.02,44.257,2.479,25.878,47.239,5.522,37.3,100.0,20.0,180.1,Very Poor
2020-09-02,STN_015,148.322,154.232,94.54,42.412,3.277,19.903,49.173,3.916,29.2,48.2,8.8,128.4,Poor
2020-09-02,STN_027,44.681,64.392,46.886,14.582,1.417,32.664,19.088,2.748,27.2,52.8,3.9,180.6,Moderate
2020-09-02,STN_038,127.57,230.167,81.407,63.188,2.975,18.39,45.027,3.704,25.3,42.0,5.0,314.7,Poor
2020-09-02,STN_034,213.923,335.869,143.504,103.227,6.337,21.015,66.327,15.472,27.8,78.3,26.1,344.1,Very Poor
2020-09-02,STN_033,184.863,238.726,145.482,63.096,6.386,12.636,83.93,11.079,24.8,32.3,1.5,164.0,Very Poor
2020-09-02,STN_039,38.151,77.119,51.483,,1.453,37.955,41.788,2.229,28.7,34.8,1.3,183.5,Moderate
2020-09-02,STN_017,44.491,79.22,16.06,,1.337,33.25,26.491,2.965,5.8,63.3,11.9,169.6,Moderate
2020-09-03,STN_021,182.788,229.058,137.223,76.109,6.41,11.96,99.501,13.812,23.7,63.6,6.2,324.5,Very Poor
2020-09-03,STN_023,58.905,199.874,64.095,,2.853,20.431,35.517,5.841,26.7,57.0,7.3,44.2,Poor
2020-09-03,STN_041,54.851,80.692,31.785,21.018,,24.545,26.482,1.576,11.6,41.5,5.4,203.0,Moderate
2020-09-03,STN_003,99.682,135.71,73.239,66.781,2.441,15.259,56.301,3.005,20.5,54.5,0.5,270.4,Poor
2020-09-03,STN_038,86.067,145.078,53.256,38.219,2.09,14.733,19.028,6.499,27.4,97.2,0.9,28.6,Poor
2020-09-03,STN_010,73.932,77.166,39.257,15.84,1.261,,27.812,2.284,14.6,52.0,1.9,141.5,Poor
2020-09-03,STN_015,20.226,18.77,12.608,6.967,0.52,37.708,10.51,,15.1,47.9,2.4,126.5,Satisfactory
2020-09-03,STN_016,47.792,63.407,37.93,21.615,1.764,29.63,28.321,1.717,22.5,45.6,27.1,221.4,Moderate
2020-09-03,STN_024,119.629,169.574,65.785,40.864,,29.273,43.859,4.212,15.5,10.0,1.8,100.7,Poor
2020-09-03,STN_020,11.431,14.22,19.829,10.968,0.665,45.961,19.108,0.644,25.6,50.7,1.7,258.2,Good
2020-09-03,STN_036,57.335,48.77,30.197,24.467,1.814,44.331,14.214,2.68,19.7,86.5,3.3,208.3,Poor
2020-09-03,STN_028,217.337,254.402,126.057,86.096,5.195,10.651,84.722,13.769,21.7,45.9,13.1,158.2,Very Poor
2020-09-04,STN_006,24.915,36.596,9.475,4.151,0.466,28.746,16.617,0.748,32.4,79.5,2.4,139.2,Satisfactory
2020-09-04,STN_026,180.121,353.955,97.519,76.272,5.625,17.165,91.345,9.482,28.1,68.0,7.2,321.6,Very Poor
2020-09-04,STN_029,81.364,242.351,91.273,29.552,2.927,14.032,45.05,4.863,18.4,40.2,7.5,188.2,Poor
2020-09-04,STN_019,58.946,94.687,30.289,9.69,1.486,31.654,21.862,2.697,17.3,74.8,15.9,288.5,Poor
2020-09-04,STN_031,51.196,125.97,75.535,51.5,2.012,19.649,60.959,4.954,32.6,53.8,7.6,325.4,Moderate
2020-09-04,STN_039,57.524,101.339,46.167,15.056,,32.077,33.606,1.817,44.0,60.1,15.3,305.1,Poor
2020-09-04,STN_002,8.364,22.665,11.587,7.28,0.429,47.167,17.675,0.563,34.6,94.6,0.5,203.1,Good
2020-09-04,STN_011,179.172,344.34,156.025,77.66,6.43,19.889,,13.51,25.6,57.4,6.4,358.6,Very Poor
2020-09-05,STN_020,106.609,206.368,71.018,47.919,2.496,30.701,60.216,6.322,40.1,31.3,15.8,350.3,Poor
2020-09-05,STN_011,,117.711,60.912,40.284,2.412,21.43,43.917,7.542,20.7,91.2,16.7,30.8,Unknown
2020-09-05,STN_017,147.355,139.395,78.112,54.409,2.296,20.99,45.621,4.049,12.4,60.8,4.8,237.2,Poor
2020-09-05,STN_029,6.652,40.026,12.754,12.469,0.464,37.45,14.461,0.532,30.7,46.1,11.2,233.7,Good
2020-09-05,STN_004,123.189,286.34,57.265,72.896,7.315,12.285,74.871,12.56,30.2,57.2,6.7,238.8,Poor
2020-09-05,STN_031,11.951,,21.234,4.843,0.552,42.329,7.302,0.439,23.1,78.3,0.6,19.5,Good
2020-09-05,STN_011,18.171,28.958,,9.09,0.42,54.824,13.883,0.734,24.3,85.4,10.7,327.7,Satisfactory
2020-09-05,STN_034,54.157,92.457,37.117,20.353,1.818,47.626,21.046,1.932,25.4,75.4,2.2,203.1,Moderate
2020-09-05,STN_039,,141.689,78.199,34.503,1.409,28.582,50.18,5.284,30.2,49.6,1.3,4.6,Unknown
2020-09-06,STN_019,179.332,371.715,141.944,68.053,4.864,18.186,105.664,15.414,19.4,82.4,4.5,216.2,Very Poor
2020-09-06,STN_004,52.685,79.437,51.563,24.277,1.006,29.619,22.455,1.796,28.4,52.1,17.4,77.8,Moderate
2020-09-06,STN_014,69.791,190.021,78.821,63.645,1.706,,74.862,7.303,21.3,57.3,3.9,117.0,Poor
2020-09-06,STN_041,101.299,136.79,52.918,49.503,4.392,19.15,61.769,5.134,36.7,66.8,0.6,204.0,Poor
2020-09-06,STN_041,41.324,93.71,47.83,38.018,1.776,22.2,26.202,2.343,27.4,72.9,1.0,182.8,Moderate
2020-09-06,STN_003,46.283,75.527,43.263,24.719,1.897,23.886,27.694,1.833,25.8,69.8,5.2,359.3,Moderate
2020-09-06,STN_027,137.387,84.811,102.848,39.638,2.717,30.594,54.076,5.753,29.0,82.3,1.9,306.6,Poor
2020-09-06,STN_007,45.064,72.265,48.586,16.433,1.49,35.699,16.029,3.08,27.3,97.4,8.2,254.0,Moderate
2020-09-06,STN_013,14.428,39.001,14.745,11.522,0.579,48.607,6.349,0.791,22.5,86.1,2.7,93.0,Satisfactory
2020-09-07,STN_005,20.752,33.394,10.248,10.992,0.489,49.533,14.042,0.722,31.0,30.7,12.5,356.2,Satisfactory
2020-09-07,STN_008,117.957,103.023,48.074,49.544,2.595,25.662,,6.01,30.0,52.4,19.7,114.9,Poor
2020-09-07,STN_022,8.471,49.017,19.254,12.073,0.573,47.275,16.67,0.792,19.9,50.2,10.7,308.2,Good
2020-09-07,STN_022,125.668,94.122,69.107,36.95,2.458,23.983,68.015,6.462,41.6,52.7,27.4,100.8,Poor
2020-09-07,STN_034,19.128,46.355,9.324,10.333,0.624,,9.373,1.041,27.2,60.7,1.6,48.5,Satisfactory
2020-09-07,STN_012,21.827,42.168,13.975,10.837,0.355,38.072,12.842,0.832,24.2,36.5,0.7,95.4,Satisfactory
2020-09-07,STN_016,68.244,60.179,35.446,21.466,,25.189,34.351,3.496,15.4,53.1,12.9,58.4,Poor
2020-09-07,STN_028,116.247,138.814,,52.514,2.751,21.694,64.131,6.682,17.8,88.3,2.9,17.7,Poor
2020-09-08,STN_009,118.624,134.53,67.74,33.564,4.184,30.239,49.848,6.723,31.0,43.2,5.5,23.8,Poor
2020-09-08,STN_035,23.739,37.872,16.381,10.905,0.712,51.826,6.679,1.121,9.3,77.7,1.1,106.6,Satisfactory
2020-09-08,STN_037,130.369,150.457,85.23,49.476,3.063,20.433,48.48,6.037,20.2,59.1,35.1,266.0,Poor
2020-09-08,STN_029,105.648,168.04,84.828,41.617,4.273,16.543,54.592,7.502,23.0,58.0,26.9,66.9,Poor
2020-09-09,STN_035,152.63,189.975,110.866,64.49,4.702,10.176,62.07,12.982,15.8,82.9,18.3,158.3,Very Poor
2020-09-09,STN_024,105.788,163.556,56.823,29.95,1.8,26.892,56.642,3.492,9.3,51.3,0.5,26.4,Poor
2020-09-09,STN_010,121.054,,84.354,25.681,2.481,35.845,61.265,5.459,24.5,73.8,0.5,35.3,Poor
2020-09-09,STN_008,43.481,97.688,37.434,11.396,1.974,24.539,39.724,2.687,29.1,55.2,3.5,31.7,Moderate
2020-09-09,STN_001,129.144,276.735,155.668,81.946,6.962,11.761,79.405,12.073,25.9,47.9,0.9,301.0,Poor
2020-09-09,STN_002,109.03,139.203,77.463,49.751,2.801,16.113,65.292,6.476,38.8,59.3,4.2,118.0,Poor
2020-09-09,STN_036,124.62,123.181,88.171,31.573,2.681,33.322,44.205,4.243,14.0,65.7,9.6,245.4,Poor
2020-09-09,STN_021,21.619,25.493,21.583,7.962,0.24,39.488,14.416,0.59,29.9,73.2,8.2,60.8,Satisfactory
2020-09-09,STN_006,16.935,11.56,17.343,11.314,0.665,47.242,18.15,0.604,29.3,57.9,32.8,5.2,Satisfactory
2020-09-09,STN_028,52.187,79.778,42.976,18.533,1.896,22.684,24.791,1.651,28.1,46.1,40.0,62.7,Moderate
2020-09-09,STN_038,83.453,101.007,61.298,32.215,3.901,23.127,42.832,6.702,27.5,78.8,12.2,145.5,Poor
2020-09-09,STN_037,162.292,225.968,75.407,41.137,3.723,22.619,36.604,5.773,23.3,46.4,0.5,34.5,Very Poor
2020-09-09,STN_006,94.858,114.467,31.902,27.562,1.233,27.627,22.503,2.354,20.0,28.9,14.9,156.7,Poor
2020-09-09,STN_006,68.557,90.457,52.649,21.951,1.361,24.074,24.084,1.724,21.3,72.3,1.0,89.5,Poor
2020-09-09,STN_033,20.704,38.238,14.175,4.081,0.736,44.536,18.516,0.713,38.9,77.5,25.2,122.6,Satisfactory
2020-09-09,STN_032,200.011,264.83,116.066,104.77,4.667,7.952,105.55,,16.8,44.7,4.1,165.4,Very Poor
2020-09-09,STN_027,15.073,26.033,5.16,10.016,0.471,34.877,14.649,,24.9,58.3,6.2,194.3,Satisfactory
2020-09-09,STN_025,66.347,198.393,88.107,42.13,2.353,18.226,,6.647,23.8,61.4,4.4,354.5,Poor
2020-09-10,STN_040,251.706,224.727,91.739,91.145,5.637,15.766,127.663,11.468,30.6,57.5,0.9,242.1,Severe
2020-09-10,STN_001,51.549,141.788,33.541,18.523,1.451,35.503,38.312,,32.6,55.2,3.7,281.6,Moderate
2020-09-10,STN_013,65.186,50.936,39.458,11.236,0.844,23.55,16.872,1.389,16.2,40.0,8.1,268.3,Poor
2020-09-10,STN_028,219.384,310.411,100.907,98.896,7.886,13.536,58.105,14.071,35.6,49.5,1.2,322.8,Very Poor
2020-09-10,STN_021,110.717,138.076,94.029,57.025,3.374,18.035,39.874,,27.4,61.5,17.2,238.5,Poor
2020-09-10,STN_001,,96.816,49.219,30.592,0.912,16.513,36.259,2.185,29.7,35.0,3.8,119.0,Unknown
2020-09-10,STN_033,58.472,130.591,64.764,21.847,1.216,35.844,27.609,2.356,28.7,38.9,3.8,128.7,Poor
2020-09-10,STN_002,96.228,122.159,77.642,57.104,,27.469,60.325,3.673,31.4,51.2,40.0,350.7,Poor
2020-09-10,STN_018,24.029,41.092,12.757,7.655,0.339,36.301,13.291,0.626,38.6,76.0,30.9,270.3,Satisfactory
2020-09-10,STN_014,56.267,84.905,25.622,21.744,0.722,37.768,8.618,1.58,28.2,68.5,11.6,5.3,Poor
2020-09-10,STN_010,16.933,28.216,6.426,6.4,0.425,51.439,15.997,0.915,8.2,53.8,7.9,113.2,Satisfactory
2020-09-11,STN_001,243.642,317.161,173.721,65.215,5.885,9.714,58.324,14.872,38.3,90.5,38.5,117.4,Very Poor
2020-09-11,STN_025,99.246,203.452,55.282,45.384,3.06,24.735,54.999,7.899,24.0,66.2,0.8,299.0,Poor
2020-09-11,STN_027,18.888,30.8,20.726,,0.514,43.628,8.177,0.965,24.0,64.7,1.8,356.7,Satisfactory
2020-09-11,STN_033,61.928,92.443,22.442,25.607,1.662,18.306,34.911,1.634,18.1,67.3,9.9,175.0,Poor
2020-09-11,STN_014,81.901,189.751,101.214,31.299,3.179,13.184,51.86,6.159,17.5,56.3,21.0,291.9,Poor
2020-09-11,STN_005,170.826,357.41,123.976,105.608,6.17,15.966,89.537,12.32,26.7,74.1,6.4,188.3,Very Poor
2020-09-11,STN_040,216.768,296.068,148.37,61.13,6.116,15.897,110.35,12.95,18.1,33.8,6.8,69.8,Very Poor
2020-09-11,STN_038,16.387,40.138,15.654,6.631,0.318,28.662,7.447,0.979,15.7,53.4,2.1,150.4,Satisfactory
2020-09-11,STN_012,47.674,88.424,36.266,20.809,1.149,32.502,25.127,,19.8,68.8,0.5,213.3,Moderate
2020-09-11,STN_019,52.907,97.816,45.951,27.5,1.201,38.644,,1.505,30.7,74.3,15.9,307.7,Moderate
2020-09-12,STN_011,17.524,28.779,5.108,8.347,0.623,38.792,13.951,0.475,30.2,42.6,5.2,197.9,Satisfactory
2020-09-12,STN_041,45.029,75.22,39.425,32.873,1.393,32.276,30.271,2.707,21.1,77.8,10.6,152.1,Moderate
2020-09-12,STN_012,12.165,24.563,22.549,9.566,0.624,48.12,11.036,0.727,20.1,62.2,40.0,95.6,Satisfactory
2020-09-12,STN_021,246.831,234.208,106.838,77.998,4.222,18.778,65.472,8.826,16.7,31.8,0.6,346.3,Very Poor
2020-09-12,STN_008,22.674,23.484,16.17,9.101,0.457,,12.006,1.22,17.4,20.4,2.7,276.0,Satisfactory
2020-09-12,STN_026,85.848,241.155,82.242,41.792,2.524,16.252,31.943,6.943,15.7,66.0,10.9,198.9,Poor
2020-09-12,STN_026,,5.241,16.449,3.84,,39.526,12.097,0.97,25.6,61.4,0.5,156.3,Unknown
2020-09-12,STN_007,49.456,78.11,53.331,12.949,1.38,32.898,22.958,2.152,13.4,20.5,2.6,194.5,Moderate
2020-09-12,STN_008,58.372,95.951,37.22,19.305,1.353,,33.626,1.561,35.0,55.0,16.4,196.1,Poor
2020-09-12,STN_024,49.543,118.9,46.803,31.72,0.24,27.63,42.598,2.165,27.4,53.5,11.5,249.3,Moderate
2020-09-13,STN_042,30.521,101.981,54.578,17.445,1.499,33.473,30.653,2.701,31.8,55.6,0.5,239.9,Satisfactory
2020-09-13,STN_020,187.988,297.114,129.718,93.674,3.677,17.283,116.054,,14.0,71.4,2.0,243.6,Very Poor
2020-09-13,STN_003,212.77,333.7,,,4.247,22.317,101.505,13.191,12.3,50.0,3.3,240.1,Very Poor
2020-09-13,STN_037,4.649,41.604,24.817,13.179,0.711,35.465,11.953,0.902,20.8,20.2,8.5,305.9,Good
2020-09-13,STN_027,63.609,68.573,30.127,,1.319,39.169,30.472,2.082,32.7,48.1,6.3,204.4,Poor
2020-09-13,STN_035,49.595,121.273,43.088,10.644,0.489,35.784,21.537,2.117,26.1,48.2,6.9,121.7,Moderate
2020-09-13,STN_025,239.847,326.894,140.217,97.812,5.63,,85.562,14.474,22.9,98.0,3.2,39.8,Very Poor
2020-09-13,STN_033,129.108,138.712,69.96,43.709,3.935,22.907,36.962,6.032,25.1,54.0,6.8,177.4,Poor
2020-09-13,STN_016,58.939,79.056,49.797,6.322,1.645,37.674,20.406,2.587,21.9,81.5,3.2,102.0,Poor
2020-09-13,STN_034,74.891,53.089,,20.803,1.745,29.926,34.983,2.611,30.4,80.5,3.3,290.9,Poor
2020-09-13,STN_028,22.64,17.567,13.073,9.625,0.33,49.918,11.759,0.958,41.5,84.3,23.1,173.8,Satisfactory
2020-09-14,STN_004,49.206,94.774,15.276,25.608,1.436,29.194,40.968,1.096,20.7,77.3,5.5,128.0,Moderate
2020-09-14,STN_031,194.182,197.98,130.758,127.865,4.56,16.2,55.576,13.772,15.4,88.5,3.1,177.1,Very Poor
2020-09-14,STN_002,110.443,,63.438,55.4,3.208,9.251,54.229,7.14,18.2,66.5,3.1,251.5,Poor
2020-09-14,STN_008,20.798,41.111,16.381,13.261,0.503,33.382,7.167,0.808,24.8,23.7,2.0,17.1,Satisfactory
2020-09-14,STN_026,65.744,96.269,22.479,22.464,1.207,35.803,21.745,2.412,43.3,55.1,5.8,243.3,Poor
2020-09-14,STN_025,208.421,237.302,143.607,110.661,3.842,14.144,99.268,9.371,28.6,72.3,1.2,203.8,Very Poor
